epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,480.244,0.92684,1.12232,1.20592,0.75884,0.62143,0.7141,0.48516,1.10614,1.13921,1.30447,0.000260125,0.000260125,0.000260125
21,504.159,0.93097,1.10742,1.20265,0.74656,0.64256,0.71967,0.48889,1.08892,1.12917,1.29701,0.000251868,0.000251868,0.000251868
22,528.079,0.91656,1.07982,1.18991,0.73623,0.64374,0.7125,0.48386,1.09758,1.12402,1.29284,0.000243611,0.000243611,0.000243611
23,551.923,0.91543,1.06726,1.189,0.71411,0.65037,0.71442,0.48786,1.10096,1.11089,1.28211,0.000235355,0.000235355,0.000235355
24,575.708,0.91019,1.05717,1.19186,0.72294,0.65712,0.7186,0.49017,1.10789,1.0999,1.29736,0.000227098,0.000227098,0.000227098
25,599.618,0.90067,1.01764,1.17734,0.74589,0.66064,0.73003,0.49881,1.08791,1.08916,1.28561,0.000218842,0.000218842,0.000218842
26,623.359,0.8839,0.997,1.16719,0.72989,0.67142,0.73406,0.50495,1.08525,1.06251,1.27521,0.000210585,0.000210585,0.000210585
27,647.286,0.89381,0.99707,1.17973,0.73059,0.66966,0.72694,0.49878,1.09466,1.08637,1.27955,0.000202328,0.000202328,0.000202328
28,670.956,0.88704,0.98666,1.17118,0.7615,0.64877,0.72531,0.49088,1.09164,1.07814,1.28149,0.000194072,0.000194072,0.000194072
29,694.704,0.86498,0.96619,1.16224,0.7595,0.65629,0.73748,0.51139,1.08892,1.06327,1.27983,0.000185815,0.000185815,0.000185815
30,718.584,0.86268,0.94835,1.15495,0.73968,0.66669,0.73161,0.50247,1.07896,1.06875,1.27082,0.000177559,0.000177559,0.000177559
31,742.242,0.87572,0.9504,1.15962,0.76886,0.66429,0.74013,0.51195,1.07369,1.04732,1.27266,0.000169302,0.000169302,0.000169302
32,765.983,0.8434,0.91707,1.14636,0.73953,0.68237,0.74666,0.51601,1.07458,1.03346,1.26891,0.000161045,0.000161045,0.000161045
33,789.806,0.84431,0.91314,1.14448,0.71596,0.69463,0.73523,0.5133,1.06983,1.04949,1.2658,0.000152789,0.000152789,0.000152789
34,813.412,0.85046,0.91785,1.1481,0.76299,0.66018,0.73816,0.51293,1.06142,1.03894,1.26945,0.000144532,0.000144532,0.000144532
35,837.112,0.83967,0.88868,1.13678,0.76157,0.67853,0.74165,0.5234,1.06124,1.02314,1.26181,0.000136276,0.000136276,0.000136276
36,861.036,0.81291,0.8679,1.13078,0.76393,0.68346,0.74844,0.52073,1.06316,1.01573,1.26685,0.000128019,0.000128019,0.000128019
37,884.756,0.81052,0.8481,1.12506,0.76826,0.67446,0.75004,0.5231,1.07256,1.01879,1.27606,0.000119762,0.000119762,0.000119762
38,908.596,0.81493,0.84729,1.12309,0.77823,0.67751,0.7506,0.52233,1.06407,1.02456,1.26194,0.000111506,0.000111506,0.000111506
39,932.5,0.80719,0.82826,1.11408,0.78712,0.67288,0.75275,0.52256,1.07342,1.01347,1.27469,0.000103249,0.000103249,0.000103249
40,956.276,0.80253,0.84035,1.12245,0.74697,0.6982,0.74616,0.52194,1.05901,1.02123,1.25949,9.49926e-05,9.49926e-05,9.49926e-05
41,993.442,0.75741,0.74174,1.0841,0.74409,0.67444,0.73238,0.50781,1.06837,1.03757,1.27213,8.6736e-05,8.6736e-05,8.6736e-05
42,1017.07,0.7306,0.6691,1.06451,0.75049,0.6815,0.74103,0.51042,1.07047,1.02954,1.27454,7.84794e-05,7.84794e-05,7.84794e-05
43,1040.62,0.71529,0.66074,1.05371,0.75207,0.69304,0.75228,0.52268,1.06269,1.00776,1.27426,7.02228e-05,7.02228e-05,7.02228e-05
44,1064.28,0.70695,0.64287,1.04264,0.75347,0.68378,0.7491,0.52173,1.05978,1.0188,1.26701,6.19662e-05,6.19662e-05,6.19662e-05
45,1087.56,0.70335,0.62984,1.03769,0.76077,0.68533,0.75211,0.52762,1.06183,1.01101,1.27604,5.37096e-05,5.37096e-05,5.37096e-05
46,1111.16,0.69645,0.61192,1.03022,0.74649,0.69562,0.75301,0.52787,1.06179,1.00653,1.27007,4.5453e-05,4.5453e-05,4.5453e-05
47,1134.68,0.67974,0.60243,1.02961,0.75233,0.69797,0.75669,0.53174,1.06307,1.00389,1.27266,3.71964e-05,3.71964e-05,3.71964e-05
48,1158.21,0.68685,0.59638,1.02875,0.7593,0.69873,0.75422,0.52982,1.05881,1.00082,1.2708,2.89398e-05,2.89398e-05,2.89398e-05
49,1181.72,0.67757,0.59474,1.0188,0.74986,0.70046,0.75451,0.53126,1.05032,0.99482,1.26664,2.06832e-05,2.06832e-05,2.06832e-05
50,1205.17,0.66981,0.58777,1.02174,0.75436,0.7037,0.757,0.53498,1.04868,0.98954,1.26248,1.24266e-05,1.24266e-05,1.24266e-05
