epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.1156,1.00281,3.09425,1.26401,0.64051,0.5161,0.57922,0.39887,1.00985,1.59548,1.21681,0.000138115,0.000138115,0.000138115
2,59.8555,1.08987,2.0081,1.31812,0.61092,0.58064,0.61097,0.39981,1.10812,1.46013,1.3006,0.000271628,0.000271628,0.000271628
3,88.5461,1.09407,1.83441,1.32193,0.61549,0.5291,0.56905,0.35865,1.18376,1.57399,1.39054,0.000399637,0.000399637,0.000399637
4,117.703,1.12511,1.78927,1.34454,0.609,0.53523,0.56338,0.35742,1.21101,1.57364,1.36803,0.00039223,0.00039223,0.00039223
5,143.136,1.08931,1.74874,1.32519,0.64323,0.53906,0.59115,0.38586,1.17099,1.55181,1.37863,0.000383974,0.000383974,0.000383974
6,169.013,1.06952,1.67137,1.31086,0.67244,0.56107,0.6183,0.39632,1.17376,1.40179,1.34993,0.000375717,0.000375717,0.000375717
7,193.592,1.06579,1.58564,1.30565,0.64336,0.57993,0.62663,0.40693,1.15784,1.3714,1.34093,0.00036746,0.00036746,0.00036746
8,220.459,1.06594,1.54792,1.30099,0.69793,0.57812,0.65217,0.42229,1.15255,1.29744,1.33261,0.000359204,0.000359204,0.000359204
9,246.422,1.05595,1.4925,1.29192,0.64683,0.61263,0.64563,0.42061,1.12899,1.30511,1.31799,0.000350947,0.000350947,0.000350947
10,271.592,1.03063,1.42797,1.27425,0.68091,0.62135,0.66898,0.43986,1.11752,1.25962,1.30813,0.000342691,0.000342691,0.000342691
11,295.827,1.00037,1.39547,1.26364,0.68619,0.59629,0.66463,0.43532,1.12892,1.27227,1.31763,0.000334434,0.000334434,0.000334434
12,320.174,1.01075,1.37765,1.26712,0.71079,0.61311,0.68347,0.45637,1.1086,1.23058,1.29985,0.000326177,0.000326177,0.000326177
13,344.639,0.99664,1.31255,1.2518,0.69157,0.62867,0.6779,0.44977,1.11638,1.23795,1.30771,0.000317921,0.000317921,0.000317921
14,368.826,0.99526,1.29444,1.24664,0.67251,0.62577,0.66845,0.43989,1.135,1.2401,1.32712,0.000309664,0.000309664,0.000309664
15,393.028,0.99418,1.28003,1.24689,0.69593,0.64774,0.70279,0.47346,1.10964,1.19498,1.30272,0.000301408,0.000301408,0.000301408
16,417.486,0.96261,1.2315,1.22557,0.71436,0.61636,0.67994,0.45927,1.12092,1.21146,1.31217,0.000293151,0.000293151,0.000293151
17,441.685,0.96508,1.19744,1.23392,0.72071,0.60998,0.68918,0.46515,1.11111,1.1779,1.30605,0.000284894,0.000284894,0.000284894
18,465.941,0.9709,1.20169,1.23143,0.71259,0.64286,0.70376,0.47907,1.10399,1.17355,1.29547,0.000276638,0.000276638,0.000276638
19,490.977,0.94105,1.1514,1.21074,0.70344,0.61929,0.68293,0.45622,1.10773,1.17453,1.29342,0.000268381,0.000268381,0.000268381
20,515.483,0.93216,1.13422,1.20971,0.69727,0.64103,0.69314,0.46047,1.13738,1.17678,1.3338,0.000260125,0.000260125,0.000260125
21,539.875,0.93872,1.11331,1.20449,0.70564,0.64188,0.71373,0.48443,1.11087,1.14234,1.30177,0.000251868,0.000251868,0.000251868
