epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,883.601,0.85592,0.93072,1.14787,0.73976,0.64941,0.71584,0.49547,1.09668,1.08592,1.28833,0.000136276,0.000136276,0.000136276
36,909.069,0.83121,0.91369,1.1463,0.71895,0.68374,0.73277,0.50572,1.08463,1.06898,1.27791,0.000128019,0.000128019,0.000128019
37,934.82,0.83334,0.89805,1.14143,0.75191,0.65442,0.73014,0.50625,1.09506,1.08227,1.28636,0.000119762,0.000119762,0.000119762
38,960.55,0.83074,0.8912,1.13606,0.74262,0.6663,0.7287,0.50532,1.0845,1.06808,1.2785,0.000111506,0.000111506,0.000111506
39,986.722,0.82446,0.86657,1.12991,0.77096,0.65299,0.73311,0.51148,1.08328,1.06685,1.27927,0.000103249,0.000103249,0.000103249
40,1013.59,0.81601,0.88319,1.13247,0.74677,0.67394,0.73502,0.51426,1.0827,1.05958,1.27908,9.49926e-05,9.49926e-05,9.49926e-05
41,1050.34,0.7806,0.77271,1.09809,0.73487,0.65384,0.71978,0.50416,1.08158,1.08258,1.28633,8.6736e-05,8.6736e-05,8.6736e-05
42,1076.65,0.74936,0.69862,1.07952,0.74672,0.65707,0.7274,0.50244,1.09412,1.0708,1.28707,7.84794e-05,7.84794e-05,7.84794e-05
43,1102.88,0.73403,0.69887,1.0664,0.78041,0.63538,0.72854,0.50909,1.07868,1.05579,1.28189,7.02228e-05,7.02228e-05,7.02228e-05
44,1127.82,0.7329,0.66606,1.06077,0.75611,0.65461,0.7294,0.50645,1.0888,1.05949,1.29092,6.19662e-05,6.19662e-05,6.19662e-05
45,1152.32,0.72807,0.65513,1.05486,0.77704,0.63981,0.73156,0.51137,1.07699,1.0566,1.28149,5.37096e-05,5.37096e-05,5.37096e-05
46,1178.26,0.71548,0.64321,1.04464,0.76471,0.66097,0.73694,0.51456,1.07572,1.05097,1.28212,4.5453e-05,4.5453e-05,4.5453e-05
47,1202.94,0.70111,0.63274,1.04599,0.76362,0.65457,0.73472,0.51314,1.08274,1.06304,1.28773,3.71964e-05,3.71964e-05,3.71964e-05
48,1229.32,0.7061,0.62401,1.04599,0.75994,0.66576,0.73704,0.51794,1.07357,1.05116,1.27963,2.89398e-05,2.89398e-05,2.89398e-05
49,1253.89,0.69321,0.6168,1.03216,0.76073,0.66437,0.7373,0.51782,1.0706,1.04708,1.27778,2.06832e-05,2.06832e-05,2.06832e-05
50,1280.59,0.69392,0.61665,1.04,0.75265,0.67047,0.73925,0.51894,1.06958,1.03963,1.27775,1.24266e-05,1.24266e-05,1.24266e-05
