epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.8402,1.00159,3.09159,1.26367,0.58854,0.53857,0.57772,0.39241,1.03328,1.62066,1.227,0.000138115,0.000138115,0.000138115
2,51.0117,1.08937,2.01372,1.31822,0.60227,0.58214,0.60582,0.40151,1.09265,1.50063,1.29487,0.000271628,0.000271628,0.000271628
3,76.4684,1.09671,1.85007,1.32115,0.59731,0.52017,0.55197,0.34833,1.17317,1.51543,1.35408,0.000399637,0.000399637,0.000399637
4,101.694,1.11729,1.78764,1.33319,0.58524,0.54664,0.57847,0.37159,1.19336,1.54502,1.36965,0.00039223,0.00039223,0.00039223
5,127.094,1.09226,1.74859,1.33119,0.63918,0.55505,0.60095,0.39076,1.15691,1.44246,1.34622,0.000383974,0.000383974,0.000383974
6,152.46,1.08017,1.66707,1.3191,0.65738,0.56624,0.62136,0.40112,1.16054,1.37685,1.3423,0.000375717,0.000375717,0.000375717
7,177.708,1.06807,1.6029,1.30398,0.63449,0.58169,0.62405,0.40609,1.15146,1.37624,1.33299,0.00036746,0.00036746,0.00036746
8,203.473,1.06594,1.55662,1.30123,0.67227,0.57302,0.63408,0.41112,1.18298,1.36771,1.35521,0.000359204,0.000359204,0.000359204
9,228.644,1.05765,1.47933,1.29046,0.66495,0.59229,0.64873,0.41987,1.15629,1.30427,1.34007,0.000350947,0.000350947,0.000350947
10,253.794,1.02499,1.43566,1.27475,0.69045,0.58696,0.65273,0.4204,1.1395,1.30159,1.31641,0.000342691,0.000342691,0.000342691
11,278.925,1.00242,1.39717,1.26842,0.69291,0.60021,0.66213,0.4376,1.14359,1.28822,1.33527,0.000334434,0.000334434,0.000334434
12,304.054,1.00727,1.37011,1.26824,0.70472,0.61382,0.68051,0.45069,1.12236,1.23332,1.31529,0.000326177,0.000326177,0.000326177
13,329.299,0.98836,1.30798,1.24847,0.70172,0.62495,0.68076,0.45771,1.11559,1.2625,1.317,0.000317921,0.000317921,0.000317921
14,354.521,0.9966,1.29973,1.24881,0.69538,0.60543,0.67082,0.4439,1.11751,1.2329,1.31229,0.000309664,0.000309664,0.000309664
15,379.855,0.98741,1.27071,1.24454,0.699,0.62734,0.68159,0.45033,1.11646,1.19784,1.29827,0.000301408,0.000301408,0.000301408
16,404.984,0.96986,1.24268,1.23048,0.69752,0.63079,0.68288,0.45191,1.12225,1.23546,1.30717,0.000293151,0.000293151,0.000293151
17,429.994,0.95991,1.2031,1.23,0.6979,0.63998,0.69667,0.46587,1.12023,1.18917,1.30843,0.000284894,0.000284894,0.000284894
18,455.15,0.97561,1.19907,1.23308,0.71663,0.634,0.69771,0.47246,1.10327,1.17433,1.29154,0.000276638,0.000276638,0.000276638
19,480.312,0.93944,1.15384,1.20895,0.71654,0.63177,0.69774,0.47437,1.1023,1.15498,1.29417,0.000268381,0.000268381,0.000268381
