epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,536.072,0.94798,1.14375,1.21735,0.72265,0.60566,0.68431,0.46398,1.13062,1.21701,1.32617,0.000251868,0.000251868,0.000251868
22,561.107,0.94122,1.12997,1.21343,0.71708,0.62508,0.69284,0.46924,1.13057,1.19387,1.31959,0.000243611,0.000243611,0.000243611
23,587.198,0.93233,1.10931,1.20806,0.70648,0.63384,0.69045,0.46606,1.13473,1.18015,1.31345,0.000235355,0.000235355,0.000235355
24,614.086,0.93114,1.09804,1.20783,0.7477,0.6211,0.70378,0.48386,1.12135,1.15895,1.30955,0.000227098,0.000227098,0.000227098
25,640.081,0.91911,1.05429,1.19271,0.72879,0.63848,0.70075,0.47828,1.10635,1.14862,1.30072,0.000218842,0.000218842,0.000218842
26,667.006,0.90116,1.04,1.18392,0.73559,0.62843,0.70402,0.48134,1.11155,1.15409,1.30648,0.000210585,0.000210585,0.000210585
27,693.593,0.9133,1.03973,1.19637,0.73505,0.62317,0.69907,0.47406,1.12313,1.16461,1.31222,0.000202328,0.000202328,0.000202328
28,721.049,0.90734,1.01763,1.18824,0.74872,0.62534,0.7046,0.48041,1.10227,1.12765,1.29379,0.000194072,0.000194072,0.000194072
29,746.228,0.88281,1.00508,1.18019,0.75908,0.64637,0.71744,0.48697,1.1109,1.12632,1.3062,0.000185815,0.000185815,0.000185815
30,771.936,0.87901,0.99358,1.16675,0.74474,0.64341,0.71262,0.48621,1.10341,1.12136,1.29356,0.000177559,0.000177559,0.000177559
31,796.339,0.88686,0.98778,1.17447,0.75848,0.64523,0.7223,0.49744,1.0983,1.11329,1.30058,0.000169302,0.000169302,0.000169302
32,820.89,0.86606,0.95216,1.16494,0.73445,0.64998,0.72018,0.49188,1.10369,1.10722,1.29796,0.000161045,0.000161045,0.000161045
33,845.42,0.86056,0.9495,1.16019,0.74706,0.6496,0.72088,0.49192,1.09878,1.1027,1.29587,0.000152789,0.000152789,0.000152789
34,870.027,0.86588,0.955,1.16221,0.74666,0.64161,0.71483,0.49137,1.09916,1.1036,1.304,0.000144532,0.000144532,0.000144532
35,894.922,0.85784,0.9225,1.15143,0.73675,0.6577,0.71633,0.49699,1.09243,1.08331,1.28515,0.000136276,0.000136276,0.000136276
36,919.379,0.82471,0.90059,1.1438,0.74507,0.6578,0.7267,0.50491,1.08442,1.07476,1.27937,0.000128019,0.000128019,0.000128019
37,944.37,0.8311,0.88473,1.14025,0.74148,0.66505,0.72815,0.50231,1.09503,1.0968,1.29505,0.000119762,0.000119762,0.000119762
38,969.079,0.82826,0.88197,1.13602,0.72981,0.67333,0.7271,0.5046,1.09122,1.07328,1.28538,0.000111506,0.000111506,0.000111506
39,993.7,0.82712,0.85732,1.12995,0.77829,0.63935,0.7298,0.50611,1.08611,1.06475,1.28436,0.000103249,0.000103249,0.000103249
40,1018.45,0.81624,0.87489,1.13512,0.75061,0.66104,0.73003,0.50907,1.08671,1.06714,1.2867,9.49926e-05,9.49926e-05,9.49926e-05
41,1057.17,0.77941,0.76732,1.10283,0.73621,0.65885,0.71657,0.49988,1.07847,1.07549,1.2924,8.6736e-05,8.6736e-05,8.6736e-05
42,1081.73,0.75227,0.69107,1.08011,0.75749,0.65283,0.7221,0.50294,1.08367,1.07764,1.29235,7.84794e-05,7.84794e-05,7.84794e-05
43,1106.56,0.73371,0.68391,1.06992,0.76936,0.64949,0.72495,0.50579,1.07943,1.06236,1.2872,7.02228e-05,7.02228e-05,7.02228e-05
44,1130.69,0.72671,0.66281,1.05964,0.75054,0.65158,0.72414,0.50534,1.08718,1.07034,1.2935,6.19662e-05,6.19662e-05,6.19662e-05
45,1155.49,0.72412,0.64924,1.05176,0.76179,0.65486,0.72676,0.50788,1.07621,1.06363,1.29104,5.37096e-05,5.37096e-05,5.37096e-05
46,1180.44,0.71328,0.63358,1.04659,0.74793,0.66563,0.72872,0.50961,1.07246,1.05662,1.28347,4.5453e-05,4.5453e-05,4.5453e-05
47,1208.91,0.6973,0.6204,1.04475,0.74809,0.66254,0.72724,0.50752,1.07629,1.06238,1.2886,3.71964e-05,3.71964e-05,3.71964e-05
48,1233.34,0.70631,0.61179,1.04522,0.75795,0.66296,0.72917,0.51135,1.07475,1.0579,1.28479,2.89398e-05,2.89398e-05,2.89398e-05
49,1258.95,0.69431,0.6059,1.0318,0.77365,0.65267,0.73389,0.51365,1.06676,1.04444,1.28278,2.06832e-05,2.06832e-05,2.06832e-05
50,1283.9,0.69445,0.61209,1.03919,0.75519,0.67093,0.73531,0.51525,1.06009,1.04153,1.27759,1.24266e-05,1.24266e-05,1.24266e-05
