epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,352.15,1.01007,1.33795,1.25846,0.72149,0.61121,0.67509,0.44623,1.14026,1.23559,1.33186,0.000309664,0.000309664,0.000309664
15,376.617,1.00509,1.31614,1.25725,0.74478,0.60397,0.68658,0.46622,1.10943,1.21177,1.31061,0.000301408,0.000301408,0.000301408
16,401.284,0.99435,1.27614,1.24426,0.72114,0.6097,0.67531,0.44943,1.13652,1.28556,1.33183,0.000293151,0.000293151,0.000293151
17,426.053,0.98217,1.24989,1.24487,0.70625,0.63223,0.69268,0.46173,1.13045,1.19208,1.3095,0.000284894,0.000284894,0.000284894
18,450.584,0.9905,1.22851,1.24413,0.7012,0.6243,0.67702,0.44746,1.12623,1.21825,1.31562,0.000276638,0.000276638,0.000276638
19,477.528,0.95879,1.19821,1.22649,0.67144,0.63816,0.67698,0.45124,1.12566,1.21961,1.31535,0.000268381,0.000268381,0.000268381
20,504.657,0.94741,1.18077,1.22094,0.71523,0.62002,0.68617,0.46105,1.13494,1.21767,1.32898,0.000260125,0.000260125,0.000260125
21,531.169,0.9512,1.14976,1.21824,0.70224,0.61829,0.68058,0.4581,1.12595,1.22333,1.32064,0.000251868,0.000251868,0.000251868
22,558.752,0.94529,1.12931,1.20869,0.74556,0.62358,0.69478,0.47267,1.12211,1.17474,1.30909,0.000243611,0.000243611,0.000243611
23,585.321,0.93473,1.10333,1.20616,0.71318,0.65051,0.70368,0.47549,1.11841,1.14615,1.30177,0.000235355,0.000235355,0.000235355
24,609.939,0.93233,1.10144,1.20325,0.73158,0.61075,0.68578,0.46206,1.13641,1.1883,1.32378,0.000227098,0.000227098,0.000227098
25,634.398,0.9199,1.05833,1.19026,0.73742,0.62998,0.70426,0.47744,1.10201,1.14544,1.29112,0.000218842,0.000218842,0.000218842
26,658.885,0.90485,1.03997,1.18365,0.73406,0.64852,0.7078,0.48721,1.09748,1.13304,1.28949,0.000210585,0.000210585,0.000210585
27,683.633,0.90787,1.03852,1.19151,0.75135,0.62985,0.7063,0.48029,1.11532,1.13996,1.31041,0.000202328,0.000202328,0.000202328
28,707.967,0.90643,1.02359,1.18498,0.72706,0.6411,0.70339,0.47694,1.09888,1.13772,1.29141,0.000194072,0.000194072,0.000194072
29,732.333,0.89087,1.00296,1.17901,0.74195,0.64891,0.7208,0.49451,1.10525,1.11479,1.29612,0.000185815,0.000185815,0.000185815
30,756.884,0.87927,0.99086,1.16398,0.74145,0.64565,0.71565,0.48854,1.10315,1.11804,1.29288,0.000177559,0.000177559,0.000177559
31,781.233,0.8948,0.99579,1.17519,0.7067,0.66198,0.70893,0.48705,1.0917,1.11852,1.29113,0.000169302,0.000169302,0.000169302
32,805.559,0.86088,0.96024,1.16029,0.73619,0.65958,0.72278,0.49648,1.08932,1.10014,1.28761,0.000161045,0.000161045,0.000161045
33,829.998,0.86335,0.95565,1.15903,0.74935,0.64834,0.71914,0.49645,1.09302,1.08393,1.28792,0.000152789,0.000152789,0.000152789
34,854.341,0.86298,0.95016,1.15857,0.72665,0.66119,0.71316,0.49231,1.0865,1.09874,1.28441,0.000144532,0.000144532,0.000144532
35,878.804,0.85807,0.92461,1.14964,0.75881,0.66026,0.72559,0.5032,1.08565,1.06824,1.28413,0.000136276,0.000136276,0.000136276
36,903.115,0.82808,0.9029,1.14409,0.76861,0.6523,0.72923,0.50456,1.08187,1.06495,1.27901,0.000128019,0.000128019,0.000128019
37,927.517,0.83046,0.88737,1.13709,0.75654,0.64576,0.72325,0.5018,1.08495,1.09062,1.2822,0.000119762,0.000119762,0.000119762
38,952.108,0.82561,0.88677,1.12978,0.76996,0.63729,0.71904,0.4968,1.09398,1.0916,1.29163,0.000111506,0.000111506,0.000111506
39,976.298,0.83032,0.86315,1.12974,0.73801,0.66945,0.72747,0.50785,1.08389,1.06492,1.27867,0.000103249,0.000103249,0.000103249
40,1000.81,0.81834,0.87186,1.13288,0.75797,0.66537,0.73015,0.5112,1.07876,1.06023,1.27593,9.49926e-05,9.49926e-05,9.49926e-05
41,1037.86,0.78326,0.78364,1.10462,0.76278,0.64904,0.71853,0.50018,1.08416,1.08749,1.28562,8.6736e-05,8.6736e-05,8.6736e-05
42,1064.72,0.74849,0.69687,1.07369,0.76152,0.64948,0.71968,0.50233,1.08684,1.07959,1.29185,7.84794e-05,7.84794e-05,7.84794e-05
43,1089.61,0.7305,0.68882,1.06574,0.77055,0.65262,0.72391,0.50328,1.0872,1.07003,1.28903,7.02228e-05,7.02228e-05,7.02228e-05
44,1113.7,0.72574,0.66706,1.05723,0.7688,0.65827,0.73074,0.50995,1.08755,1.06469,1.28952,6.19662e-05,6.19662e-05,6.19662e-05
45,1137.93,0.72455,0.66444,1.05322,0.7771,0.65196,0.73268,0.50917,1.08986,1.06155,1.29496,5.37096e-05,5.37096e-05,5.37096e-05
46,1162.09,0.71936,0.63621,1.04545,0.78891,0.64867,0.73456,0.51354,1.08929,1.05399,1.29155,4.5453e-05,4.5453e-05,4.5453e-05
47,1186.55,0.70494,0.62707,1.04642,0.76311,0.66536,0.73179,0.51208,1.08823,1.06374,1.292,3.71964e-05,3.71964e-05,3.71964e-05
48,1210.71,0.70639,0.62664,1.04374,0.77317,0.65669,0.73507,0.51559,1.07996,1.04972,1.28502,2.89398e-05,2.89398e-05,2.89398e-05
49,1235,0.69526,0.61858,1.03258,0.78875,0.64726,0.73378,0.51603,1.07659,1.04694,1.28404,2.06832e-05,2.06832e-05,2.06832e-05
50,1259.61,0.69415,0.61746,1.04024,0.79606,0.64906,0.73614,0.518,1.07077,1.03928,1.28167,1.24266e-05,1.24266e-05,1.24266e-05
